web-scraper-order,web-scraper-start-url,neighbourhood_link,neighbourhood_link-href,bedroom_link,bedroom_link-href,product_link,product_link-href,Address,Rental_Price,Sqft,Bedroom,Bathroom,Rental_Type,Neighbourhood
"1712083624-112","https://www.rew.ca/rentals/areas/vancouver-bc","South Marine (9)","https://www.rew.ca/rentals/areas/south-marine-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/south-marine-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5633426/408-8570-rivergrass-drive-vancouver-bc","8570 Rivergrass Drive","$3,250/month","880 Sqft","2 Bed","2 Bath","Apt/Condo","South Marine"
"1712083629-113","https://www.rew.ca/rentals/areas/vancouver-bc","South Marine (9)","https://www.rew.ca/rentals/areas/south-marine-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/south-marine-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5273405/3688-sawmill-crescent-vancouver-bc","3688 Sawmill Crescent","$2,455/month","586 Sqft","1 Bed","1 Bath","Apt/Condo","South Marine"
"1712083633-114","https://www.rew.ca/rentals/areas/vancouver-bc","South Marine (9)","https://www.rew.ca/rentals/areas/south-marine-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/south-marine-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5660944/8690-jack-uppal-street-vancouver-bc","8690 Jack Uppal Street","$3,775/month","1074 Sqft","3 Bed","2 Bath","Apt/Condo","South Marine"
"1712083643-115","https://www.rew.ca/rentals/areas/vancouver-bc","South Cambie (2)","https://www.rew.ca/rentals/areas/south-cambie-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","4+ Bed","https://www.rew.ca/rentals/areas/south-cambie-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=4","","https://www.rew.ca/rentals/5592187/201-1785-w-16th-avenue-vancouver-bc","201 1785 W 16th Avenue","$10,995/month","2450 Sqft","4 Bed","3 Bath","Duplex","Fairview"
"1712083677-116","https://www.rew.ca/rentals/areas/vancouver-bc","Renfrew Heights (2)","https://www.rew.ca/rentals/areas/renfrew-heights-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","4+ Bed","https://www.rew.ca/rentals/areas/renfrew-heights-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=4","","https://www.rew.ca/rentals/5719600/70-west-18th-vancouver-bc","70 West 18th","$6,000/month","1508 Sqft","4 Bed","3 Bath","House","Cambie"
"1712083683-117","https://www.rew.ca/rentals/areas/vancouver-bc","Renfrew Heights (2)","https://www.rew.ca/rentals/areas/renfrew-heights-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","3+ Bed","https://www.rew.ca/rentals/areas/renfrew-heights-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=3","","https://www.rew.ca/rentals/5533704/6508-knight-street-vancouver-bc","6508 Knight Street","$5,800/month","1000 Sqft","3 Bed","3 Bath","Townhouse","Knight"
"1712083701-118","https://www.rew.ca/rentals/areas/vancouver-bc","Renfrew (7)","https://www.rew.ca/rentals/areas/renfrew-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","3+ Bed","https://www.rew.ca/rentals/areas/renfrew-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=3","","https://www.rew.ca/rentals/5642626/3582-east-pender-street-vancouver-bc","3582 East Pender Street","$5,500/month","1550 Sqft","3 Bed","4 Bath","House","Renfrew"
"1712083707-119","https://www.rew.ca/rentals/areas/vancouver-bc","Renfrew (7)","https://www.rew.ca/rentals/areas/renfrew-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/renfrew-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5709330/bsmt-1123-nootka-street-vancouver-bc","Bsmt 1123 Nootka Street","$2,400/month","946 Sqft","2 Bed","1 Bath","House","Renfrew"
"1712083709-120","https://www.rew.ca/rentals/areas/vancouver-bc","Renfrew (7)","https://www.rew.ca/rentals/areas/renfrew-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/renfrew-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5709852/bsmt-1123-nootka-street-vancouver-bc","1123 Nootka Street","$2,400/month","946 Sqft","2 Bed","1 Bath","House","Renfrew"
"1712083731-121","https://www.rew.ca/rentals/areas/vancouver-bc","Point Grey (5)","https://www.rew.ca/rentals/areas/point-grey-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/point-grey-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5576326/107-3839-w-4th-avenue-vancouver-bc","107 3839 W 4th Avenue","$2,950/month","648 Sqft","1 Bed","1 Bath","Apt/Condo","Point Grey"
"1712083734-122","https://www.rew.ca/rentals/areas/vancouver-bc","Point Grey (5)","https://www.rew.ca/rentals/areas/point-grey-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/point-grey-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5609491/401-4416-w-10th-avenue-vancouver-bc","401 4416 W 10th Avenue","$2,625/month","800 Sqft","1 Bed","1 Bath","Apt/Condo","Point Grey"
"1712083752-123","https://www.rew.ca/rentals/areas/vancouver-bc","Oakridge (3)","https://www.rew.ca/rentals/areas/oakridge-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/oakridge-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5382931/707-488-west-41st-avenue-vancouver-bc","488 West 41st Avenue","$2,850/month","616 Sqft","1 Bed","1 Bath","Apt/Condo","Oakridge"
"1712083764-124","https://www.rew.ca/rentals/areas/vancouver-bc","Mount Pleasant West (2)","https://www.rew.ca/rentals/areas/mount-pleasant-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","4+ Bed","https://www.rew.ca/rentals/areas/mount-pleasant-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=4","","https://www.rew.ca/rentals/5696890/4173-w-14-avenue-vancouver-bc","4173 W 14 Avenue","$9,000/month","2500 Sqft","4 Bed","4 Bath","House","Point Grey"
"1712083766-125","https://www.rew.ca/rentals/areas/vancouver-bc","Mount Pleasant West (2)","https://www.rew.ca/rentals/areas/mount-pleasant-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","4+ Bed","https://www.rew.ca/rentals/areas/mount-pleasant-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=4","","https://www.rew.ca/rentals/5663070/950-nanaimo-street-vancouver-bc","950 Nanaimo Street","$4,300/month","1435 Sqft","4 Bed","2 Bath","House","Renfrew"
"1712083772-126","https://www.rew.ca/rentals/areas/vancouver-bc","Mount Pleasant West (2)","https://www.rew.ca/rentals/areas/mount-pleasant-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","3+ Bed","https://www.rew.ca/rentals/areas/mount-pleasant-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=3","","https://www.rew.ca/rentals/5421039/3227-e-51st-avenue-vancouver-bc","3227 51st Ave E","$5,000/month","1300 Sqft","3 Bed","3 Bath","Duplex","Killarney"
"1712083793-127","https://www.rew.ca/rentals/areas/vancouver-bc","Mount Pleasant East (16)","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/4800935/110-switchmen-street-vancouver-bc","110 Switchmen Street","$12,000/month","1291 Sqft","3 Bed","2 Bath","Apt/Condo","Mount Pleasant East"
"1712083796-128","https://www.rew.ca/rentals/areas/vancouver-bc","Mount Pleasant East (16)","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5504099/vancouver-bc","Vancouver,
BC","$7,800/month","1200 Sqft","2 Bed","2 Bath","Townhouse","Mount Pleasant East"
"1712083799-129","https://www.rew.ca/rentals/areas/vancouver-bc","Mount Pleasant East (16)","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5575443/1-2301-main-street-vancouver-bc","2301 Main Street","$2,930/month","950 Sqft","2 Bed","1 Bath","Apt/Condo","Mount Pleasant East"
"1712083802-130","https://www.rew.ca/rentals/areas/vancouver-bc","Mount Pleasant East (16)","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5591058/2845-e-3rd-avenue-vancouver-bc","2845 3rd Ave E","$2,500/month","800 Sqft","2 Bed","1 Bath","House","Mount Pleasant East"
"1712083805-131","https://www.rew.ca/rentals/areas/vancouver-bc","Mount Pleasant East (16)","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5650333/903-1618-quebec-street-vancouver-bc","1618 Quebec St","$3,695/month","900 Sqft","2 Bed","2 Bath","Apt/Condo","Mount Pleasant East"
"1712083808-132","https://www.rew.ca/rentals/areas/vancouver-bc","Mount Pleasant East (16)","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5671363/upper-3076-clark-drive-vancouver-bc","Upper 3076 Clark Drive","$3,300/month","970 Sqft","3 Bed","1 Bath","House","Mount Pleasant East"
"1712083814-133","https://www.rew.ca/rentals/areas/vancouver-bc","Mount Pleasant East (16)","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5405949/180-e-2nd-avenue-vancouver-bc","180 2nd Ave E","$3,250/month","710 Sqft","1 Bed","2 Bath","Apt/Condo","Mount Pleasant East"
"1712083817-134","https://www.rew.ca/rentals/areas/vancouver-bc","Mount Pleasant East (16)","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5542271/1-2301-main-street-vancouver-bc","2301 Main Street","$2,290/month","650 Sqft","1 Bed","1 Bath","Apt/Condo","Mount Pleasant East"
"1712083820-135","https://www.rew.ca/rentals/areas/vancouver-bc","Mount Pleasant East (16)","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5607462/vancouver-bc","Vancouver,
BC","$3,500/month","702 Sqft","1 Bed","1 Bath","Apt/Condo","Mount Pleasant East"
"1712083823-136","https://www.rew.ca/rentals/areas/vancouver-bc","Mount Pleasant East (16)","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5672051/805-250-e-6th-avenue-vancouver-bc","805 250 E 6th Avenue","$2,850/month","592 Sqft","1 Bed","1 Bath","Apt/Condo","Mount Pleasant East"
"1712083826-137","https://www.rew.ca/rentals/areas/vancouver-bc","Mount Pleasant East (16)","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5672692/2-2325-glen-drive-vancouver-bc","2325 Glen Dr","$2,300/month","594 Sqft","1 Bed","1 Bath","Apt/Condo","Mount Pleasant East"
"1712083829-138","https://www.rew.ca/rentals/areas/vancouver-bc","Mount Pleasant East (16)","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5675685/2222-prince-edward-street-vancouver-bc","2222 Prince Edward Street","$3,500/month","772 Sqft","1 Bed","1 Bath","Apt/Condo","Mount Pleasant East"
"1712083832-139","https://www.rew.ca/rentals/areas/vancouver-bc","Mount Pleasant East (16)","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5705819/104-1678-pullman-porter-street-vancouver-bc","104 1678 Pullman Porter Street","$5,990/month","1214 Sqft","2 Bed","2 Bath","Apt/Condo","Mount Pleasant East"
"1712083835-140","https://www.rew.ca/rentals/areas/vancouver-bc","Mount Pleasant East (16)","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/mount-pleasant-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5727299/315-328-e-11th-avenue-vancouver-bc","328 11th Ave E","$2,895/month","642 Sqft","1 Bed","1 Bath","Apt/Condo","Mount Pleasant East"
"1712083851-141","https://www.rew.ca/rentals/areas/vancouver-bc","Marpole (16)","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5118547/8120-nunavut-lane-vancouver-bc","8120 Nunavut Lane","$3,950/month","1200 Sqft","2 Bed","3 Bath","Townhouse","Marpole"
"1712083854-142","https://www.rew.ca/rentals/areas/vancouver-bc","Marpole (16)","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5200540/basement-928-park-drive-vancouver-bc","928 Park Dr","$3,200/month","768 Sqft","3 Bed","2 Bath","House","Marpole"
"1712083857-143","https://www.rew.ca/rentals/areas/vancouver-bc","Marpole (16)","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5505130/1209-455-sw-marine-drive-vancouver-bc","1209-455 Marine Dr SW","$3,400/month","Sqft","2 Bed","2 Bath","Apt/Condo","Marpole"
"1712083863-144","https://www.rew.ca/rentals/areas/vancouver-bc","Marpole (16)","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5322036/1339-w-71st-avenue-vancouver-bc","W 71st-1339 71st Ave W","$1,975/month","550 Sqft","1 Bed","1 Bath","Apt/Condo","Marpole"
"1712083865-145","https://www.rew.ca/rentals/areas/vancouver-bc","Marpole (16)","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5532796/324-8675-french-street-vancouver-bc","8675 French Street","$2,099/month","653 Sqft","1 Bed","1 Bath","Apt/Condo","Marpole"
"1712083869-146","https://www.rew.ca/rentals/areas/vancouver-bc","Marpole (16)","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5539144/113-8675-french-street-vancouver-bc","8675 French Street","$2,325/month","644 Sqft","1 Bed","1 Bath","Apt/Condo","Marpole"
"1712083872-147","https://www.rew.ca/rentals/areas/vancouver-bc","Marpole (16)","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5573350/306-8740-cartier-street-vancouver-bc","8740 Cartier Street","$2,149/month","628 Sqft","1 Bed","1 Bath","Apt/Condo","Marpole"
"1712083876-148","https://www.rew.ca/rentals/areas/vancouver-bc","Marpole (16)","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5592443/310-1373-w-73rd-avenue-vancouver-bc","1373 W 73rd Ave","$1,984/month","636 Sqft","1 Bed","1 Bath","Apt/Condo","Marpole"
"1712083881-149","https://www.rew.ca/rentals/areas/vancouver-bc","Marpole (16)","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5597348/315-8675-french-street-vancouver-bc","8675 French Street","$2,030/month","460 Sqft","1 Bed","1 Bath","Apt/Condo","Marpole"
"1712083884-150","https://www.rew.ca/rentals/areas/vancouver-bc","Marpole (16)","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5621126/xxx1-8675-french-street-vancouver-bc","8675 French Street","$1,999/month","460 Sqft","1 Bed","1 Bath","Apt/Condo","Marpole"
"1712083888-151","https://www.rew.ca/rentals/areas/vancouver-bc","Marpole (16)","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5621124/106-1373-w-73rd-avenue-vancouver-bc","1373 W 73rd Ave","$2,199/month","486 Sqft","1 Bed","1 Bath","Apt/Condo","Marpole"
"1712083890-152","https://www.rew.ca/rentals/areas/vancouver-bc","Marpole (16)","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5648878/928-park-drive-vancouver-bc","928 Park Dr","$2,500/month","768 Sqft","3 Bed","1 Bath","House","Marpole"
"1712083893-153","https://www.rew.ca/rentals/areas/vancouver-bc","Marpole (16)","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/marpole-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5707050/213-8675-french-street-vancouver-bc","8675 French Street","$2,749/month","889 Sqft","2 Bed","1 Bath","Apt/Condo","Marpole"
"1712083909-154","https://www.rew.ca/rentals/areas/vancouver-bc","Knight (8)","https://www.rew.ca/rentals/areas/knight-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/knight-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5331156/vancouver-bc","Vancouver,
BC","$3,450/month","908 Sqft","2 Bed","2 Bath","Apt/Condo","Knight"
"1712083912-155","https://www.rew.ca/rentals/areas/vancouver-bc","Knight (8)","https://www.rew.ca/rentals/areas/knight-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/knight-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5406714/vancouver-bc","Vancouver,
BC","$3,400/month","825 Sqft","2 Bed","1 Bath","House","Knight"
"1712083915-156","https://www.rew.ca/rentals/areas/vancouver-bc","Knight (8)","https://www.rew.ca/rentals/areas/knight-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/knight-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5685441/3981-fleming-street-vancouver-bc","3981 Fleming Street","$5,500/month","1747 Sqft","3 Bed","3 Bath","Townhouse","Knight"
"1712083921-157","https://www.rew.ca/rentals/areas/vancouver-bc","Knight (8)","https://www.rew.ca/rentals/areas/knight-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/knight-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5645300/212-3688-inverness-street-vancouver-bc","3688 Inverness St","$2,195/month","580 Sqft","1 Bed","1 Bath","Apt/Condo","Knight"
"1712083924-158","https://www.rew.ca/rentals/areas/vancouver-bc","Knight (8)","https://www.rew.ca/rentals/areas/knight-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/knight-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5666071/3996-dumfries-street-vancouver-bc","3996 Dumfries Street","$2,750/month","561 Sqft","1 Bed","1 Bath","Apt/Condo","Knight"
"1712083940-159","https://www.rew.ca/rentals/areas/vancouver-bc","Kitsilano (15)","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5611943/1-2176-w-13-avenue-vancouver-bc","#1 2176 W 13 Avenue","$3,200/month","900 Sqft","2 Bed","1 Bath","House","Kitsilano"
"1712083943-160","https://www.rew.ca/rentals/areas/vancouver-bc","Kitsilano (15)","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5655730/6th-1818-w-6th-avenue-vancouver-bc","6th-1818 6th Ave W","$4,000/month","846 Sqft","2 Bed","2 Bath","Apt/Condo","Kitsilano"
"1712083946-161","https://www.rew.ca/rentals/areas/vancouver-bc","Kitsilano (15)","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5607129/2176-west-13th-avenue-vancouver-bc","2176 West 13th Avenue","$3,500/month","900 Sqft","2 Bed","1 Bath","House","Kitsilano"
"1712083952-162","https://www.rew.ca/rentals/areas/vancouver-bc","Kitsilano (15)","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/3186202/1925-maple-street-vancouver-bc","1925 Maple Street","$2,895/month","609 Sqft","1 Bed","1 Bath","Apt/Condo","Kitsilano"
"1712083956-163","https://www.rew.ca/rentals/areas/vancouver-bc","Kitsilano (15)","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/3336535/1450-chestnut-street-vancouver-bc","1450 Chestnut St","$2,000/month","575 Sqft","1 Bed","1 Bath","Apt/Condo","Kitsilano"
"1712083959-164","https://www.rew.ca/rentals/areas/vancouver-bc","Kitsilano (15)","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/3968168/1985-west-8th-avenue-vancouver-bc","1985 West 8th Avenue","$2,750/month","475 Sqft","1 Bed","1 Bath","Apt/Condo","Kitsilano"
"1712083962-165","https://www.rew.ca/rentals/areas/vancouver-bc","Kitsilano (15)","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5542273/316-2040-york-avenue-vancouver-bc","2040 York Ave","$2,899/month","625 Sqft","1 Bed","1 Bath","Apt/Condo","Kitsilano"
"1712083965-166","https://www.rew.ca/rentals/areas/vancouver-bc","Kitsilano (15)","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5603570/204-2280-w-6th-avenue-vancouver-bc","2280 W 6th Ave","$2,899/month","636 Sqft","1 Bed","1 Bath","Apt/Condo","Kitsilano"
